from,to
3247,1676
3247,2685
3247,1178
3247,3284
3247,506
3247,5581
3247,1766
3247,5361
3247,320
3247,1602
3247,2708
3247,1111
3247,2749
3247,3079
3247,5745
3247,2388
3247,5825
1405,1103
1405,5646
1405,3844
1405,5582
1405,69
1405,6010
1405,0
1405,6187
1405,3165
1405,3845
1405,3290
1405,1354
1405,4132
1405,2477
1405,182
1405,1782
1405,4319
1405,2445
1405,5300
1405,3104
1405,6075
1405,5766
1405,998
1405,2247
1405,5750
1405,3760
1405,2632
1405,2073
1405,4739
1405,788
1405,4046
1405,4108
1405,1382
1405,5469
1405,2215
1405,874
1405,6207
1405,2203
1405,3054
1405,5425
1405,1748
1405,150
1405,3506
1405,2152
1405,5853
1405,1514
1405,1657
1405,2022
1405,3306
1405,2027
1405,723
1405,2855
1405,4712
1405,5683
1405,4856
1405,5520
1405,2240
1405,4392
1405,3796
1405,542
1405,153
1405,1958
4215,1718
3746,1467
3746,2732
5895,3085
5986,3531
1066,2651
1066,6111
1066,5385
2370,2635
2370,1958
2370,4711
142,377
142,4540
142,2883
142,2604
142,2721
142,6245
142,3111
142,6252
2301,4868
2301,1508
2301,5403
2301,3880
2301,4959
2301,5190
2301,4441
2301,265
2301,3615
2301,2594
2301,4009
2301,1112
2301,2826
2301,4666
2301,4475
2301,374
2687,5959
2687,5088
2306,2167
2306,3072
6238,2049
2908,4986
2908,4356
5294,3844
5294,5442
5294,248
5294,4570
5294,2184
5294,547
5294,1615
5294,3393
5294,4941
5294,270
5294,6180
5294,4916
5294,1220
5294,5286
5294,1498
5294,147
5294,2255
5294,3057
5294,2896
5294,1857
5294,3839
5294,751
5294,2062
5294,5734
5294,4608
5294,3682
5294,5922
5294,6033
5294,730
5294,2256
5294,1110
5294,3019
5294,5003
5294,2807
5294,521
5698,5968
5843,4066
5843,3395
5843,5768
477,3967
2661,2045
2661,6175
4957,4699
4957,6285
642,3653
1233,3120
1233,3071
1233,3141
1233,3214
1072,5394
1072,4687
1072,1808
1072,4638
1072,4756
1072,5905
1072,5768
5896,5740
1710,4001
1710,4283
986,1317
3405,2119
3405,6077
3405,2243
3405,3550
3405,5235
96,1615
96,1397
96,5910
357,5014
750,5919
1120,1839
1120,2006
2449,2119
5789,1103
5789,1883
5789,3629
5789,1805
5789,3743
5038,1730
5038,5968
5038,832
5038,5923
5038,3179
5038,1143
5038,2565
5038,2612
5038,351
5038,2100
2797,4133
2797,5890
2797,5794
2797,4114
5314,5596
5314,4837
5314,4142
5314,4032
5314,1882
5314,1430
5855,1791
5855,273
5855,4907
5855,2010
5855,3571
5855,4090
5855,6230
5855,5529
5855,2728
5855,3500
5855,4415
4691,2066
4691,4467
4691,2145
4691,607
4691,3045
4691,2621
4691,2201
6145,6242
6145,2126
6145,1848
6145,3355
6145,4869
6145,1441
6145,3922
6145,5304
6145,154
6145,842
6145,5859
6145,5070
6145,1547
6145,4101
6145,5411
6145,5426
6145,689
6145,2221
6145,2691
4447,1072
4447,2599
2642,468
2642,1358
2642,2666
2642,6159
2642,1468
2642,3208
2642,3753
2642,4673
2642,1752
2642,2297
2642,530
2642,6134
2642,204
2642,5082
2642,1910
2642,3527
2642,1114
2642,435
4304,892
4304,1104
5690,5174
1149,129
1149,4281
1149,1269
1149,2743
3196,3356
3196,4135
3196,3090
3196,4147
3196,4802
3196,4363
3196,2414
3196,3719
3196,5393
3196,4043
3196,3546
3196,1927
3196,3581
3196,1028
3196,204
3196,5376
3196,3670
3196,439
3196,962
3196,4082
3196,3030
3196,724
3196,2211
3196,5252
3196,3591
3196,869
3196,866
3196,4506
3196,2615
3196,192
3196,5627
5076,4721
5857,1103
5857,5585
5857,4028
5857,1067
5857,2980
5857,5483
5857,339
5857,3951
5857,1312
5857,2136
5857,5545
5857,6044
5857,4760
5857,436
5857,2471
5857,3334
5857,4300
5857,4108
5857,2233
5857,1733
5857,1803
5857,1422
5857,770
5857,4626
5857,5433
5857,4181
5857,2350
5857,5538
5857,4283
5857,5129
5857,1268
5857,6067
5857,625
5857,5887
5857,2966
5857,5882
5857,2716
1147,6039
3235,3854
3750,1909
3750,3195
3750,1228
3750,5218
3750,5662
998,1615
998,3629
998,201
998,200
998,2143
998,82
998,2992
2713,5030
5328,2336
5328,121
5328,1445
5328,35
5328,4010
4598,410
4598,6051
4618,5783
4618,2568
4618,1828
4618,3232
1913,365
3835,2006
5446,4612
5446,1050
5446,4650
5446,4298
5446,5919
5446,2900
5446,4701
1628,417
1628,4613
1628,4149
1628,5248
1628,5037
1628,6190
1628,1048
1628,5533
1628,3915
1628,3177
1837,2751
1837,812
1837,2181
1837,3808
1837,1911
1837,497
1837,3603
1837,5120
1837,5419
1837,2258
1837,5757
1837,1738
1837,4578
1837,2892
1837,4761
1837,2369
1837,3259
1837,3791
1837,2524
1837,306
1837,5639
1837,3491
1837,457
1837,3524
1837,520
1837,1427
1837,3212
1837,2891
1837,287
1837,5735
1837,1352
1837,6076
1837,2421
1837,2645
1837,1560
1837,3132
1837,2939
1837,710
1837,3478
1837,3515
1837,4354
1837,3382
1837,4813
1837,3294
1837,2597
1837,1366
1837,987
1837,4455
1837,3928
1837,4311
1837,4710
1837,745
1837,1968
1837,2328
1837,4374
1837,2310
1837,3713
1837,2302
1837,2901
1837,1188
1837,251
1837,3647
1837,2032
1837,4765
1837,3652
1837,4146
1837,2416
1837,223
1837,6280
1837,1455
1837,3584
1837,1877
1837,4375
1837,5628
1837,6135
1837,3973
1837,5454
1837,1270
1837,5089
1837,6226
1837,4278
1837,2165
1837,3481
1837,2470
1837,3518
1837,1948
1837,3170
1837,509
1837,548
1837,3659
1837,2953
1837,6174
1837,2431
1837,4843
1837,6006
1837,571
1837,1595
1837,2197
1837,1278
1837,768
1837,1854
1837,5168
1837,5387
1837,2213
1837,6166
1837,6178
1837,2395
1837,4823
1837,4845
1837,2312
1837,2313
1837,5494
1837,2054
1837,2219
1837,4918
1837,3016
1837,2790
1837,4497
1837,1173
1837,1139
1837,5784
1837,4465
1837,2286
1837,5472
1837,5605
1837,3447
1837,3671
1837,1959
1837,1179
1837,688
1837,1440
1837,6024
1837,2426
1837,3673
1837,3675
1837,67
1837,5471
1837,3888
1837,1162
1837,2454
1837,947
1837,948
1837,1899
1837,5948
1837,587
1837,1847
1837,3732
1837,5180
1837,4978
1837,1099
1837,1262
1837,672
1837,918
1837,2997
1837,358
2332,2302
2332,4126
1818,5564
5903,892
5903,5664
5903,5511
361,6175
361,3612
361,3769
361,2079
361,6
361,4689
4002,5079
5806,3499
5806,332
3239,1067
3239,4149
3239,4868
3239,211
3239,5959
3239,4988
3239,2836
3239,1312
3239,4480
3239,1445
3239,508
3239,2289
3239,2586
3239,1833
3239,1265
3239,2845
3239,2281
3239,3059
3239,1133
3239,2538
3239,3283
3239,944
3239,5061
3239,1475
3239,2830
4232,2248
2835,1981
2835,4413
2835,2796
5960,994
5960,2017
5960,4656
5960,3744
5960,4784
5960,1431
5960,2071
5960,1795
5960,4240
5960,727
5960,3649
5960,55
5960,3384
5960,3067
5960,41
5960,5181
5960,6113
5960,1143
5960,5617
5960,3198
5960,4221
5960,2743
5960,2749
5960,4641
5960,4791
5960,5836
5960,1702
5960,5380
5961,1280
5961,2765
1335,3231
1335,2689
1335,259
1335,5285
1335,2022
1335,5811
5422,568
5422,5943
5422,1090
5422,4279
5422,1021
5422,3295
5422,5547
5422,5398
5422,2804
5422,2034
5422,3611
5422,4275
5422,1357
5422,3086
5422,2437
5422,696
5422,4882
5422,491
5422,4935
5422,4623
5422,4552
5422,4526
5422,4835
5422,2636
5422,2720
5422,4742
5347,4223
5347,1220
5347,2154
5347,2464
5347,2795
5347,1462
5347,2225
5347,183
5347,4935
5347,1169
3583,5151
3583,5429
3162,6175
3162,923
3162,2598
3162,643
3162,704
3162,4139
3162,3004
6230,5646
6230,4466
3898,3912
3898,2225
3898,1516
3898,3840
3898,664
3898,5840
3823,2600
641,6175
3826,35
3470,3133
3470,5974
873,1103
98,5248
98,182
98,370
98,4642
98,4021
98,313
98,5736
2589,4656
2589,189
2589,5142
2589,2354
2589,2859
2193,4557
2193,1650
2193,727
2193,6122
2193,2638
2193,5966
2193,5226
2193,1111
2193,2749
3920,5155
3920,456
3920,3534
3920,4757
3920,476
3920,3401
3920,44
3920,5123
3920,6278
3920,5090
1295,165
949,5401
949,4136
949,2542
949,3735
949,5397
6221,3507
6221,1472
6221,1567
4645,4570
4645,4269
4645,3273
2210,1092
5993,4613
4910,3760
3836,2651
4934,2230
4934,3088
4934,4508
4934,2591
4934,3245
4934,3136
3439,5030
3439,558
3439,1144
5144,859
5225,2631
5225,4762
5225,3398
5225,3682
5225,6057
1577,1347
1577,2936
1577,3664
1577,23
1577,1354
1577,578
1577,3323
1577,5459
1577,1353
1577,5544
1577,960
1577,3829
1577,185
1577,1573
1577,2006
1577,6054
1577,4530
1577,3919
1577,122
1577,2281
1577,6285
1577,4174
1577,202
1577,2966
1577,153
1577,4817
1501,4056
1501,2883
1501,5507
1501,4021
3535,3853
3535,777
3535,701
3535,3367
3649,2871
3649,4669
3649,3722
3649,3526
3649,70
3649,3667
3649,485
3649,474
3649,4656
3649,3616
3649,1418
3649,988
3649,4243
3649,2121
3649,1728
3649,4990
3649,2517
3649,2730
3649,3408
3649,3263
3649,4758
3649,5960
3649,1345
3649,5142
3649,2434
3649,1880
3649,743
3649,5172
3649,5893
3649,6276
3649,4782
3649,4596
3649,4630
3649,4352
3649,3923
3649,2780
3649,592
3649,964
3649,3179
3649,1558
3649,1679
3649,5741
3649,3161
3649,3988
3649,2235
3649,2929
3649,5311
3649,2812
3649,3250
3649,669
3649,6240
3649,131
3649,3296
3649,4991
3649,5154
3649,4025
3649,3464
3649,536
3649,2568
3649,804
3649,2153
3649,4737
3649,1870
3649,5305
3649,5623
3649,1764
3649,2484
3649,4799
3649,4083
3649,3005
3649,3755
3649,179
3649,4395
3649,3604
3649,2680
3649,1102
3649,2549
3649,3215
3649,5385
3649,2859
3649,4229
3649,983
3649,2105
3649,1122
3649,4435
3649,4981
3649,731
3649,2424
3649,5380
3649,4326
3880,3566
4830,3429
4830,6250
4830,5350
4346,5858
6061,3684
1590,5434
5157,3969
5157,6034
5157,3677
5157,5897
6039,2960
5890,5513
5890,2666
5890,5545
3855,6252
4369,777
4473,5878
4473,5718
4644,6062
4527,4411
4527,5072
4527,806
4527,1537
4527,5037
4527,802
4527,3571
4527,244
4527,1220
4527,2295
4527,5453
4527,4165
4527,137
4527,2599
4527,3703
4527,2827
4527,3378
4527,2366
4527,165
4527,1184
4527,1215
4527,3233
4527,2697
4527,2467
4527,453
4527,153
4527,747
4527,1169
4527,4748
4527,3851
859,5298
859,4004
859,1600
859,5604
859,4066
859,3206
859,4774
859,2624
859,4250
859,3120
859,3907
859,3571
859,3912
859,346
859,4797
859,4346
859,4708
859,5764
859,5355
859,6036
859,5240
859,903
859,3034
859,35
859,87
859,526
859,79
859,3089
859,2062
859,1516
859,679
859,2513
859,2006
859,5511
859,1324
859,1514
859,94
859,668
859,5264
859,3166
859,2650
859,3681
859,3412
859,4070
859,1761
859,4114
859,371
859,4173
596,3096
596,6098
596,2006
596,4530
596,787
596,2094
596,3949
596,1531
596,6095
6015,1985
6015,5434
6015,5308
6015,2748
1536,3425
911,1214
911,670
911,4748
5846,3854
1171,3769
3573,4393
3573,1708
3573,5911
3701,3196
3574,6008
3833,2753
3833,4037
3833,6124
3833,3846
3833,1898
4206,2842
4206,1325
6079,727
6079,4891
6079,2821
6079,5657
6079,5957
3519,1539
3041,2360
3041,5886
3041,1658
3041,3877
3041,3930
3041,2656
3041,2124
3041,3019
3041,143
3390,4066
1823,1944
4800,2531
4800,2084
4821,6141
4821,4251
4821,3576
4821,4420
4821,2444
4821,4384
2600,4154
2600,3390
5654,2263
5654,1383
5654,6259
5654,1283
5654,3993
2387,5132
2387,2445
2387,788
2387,1174
2387,5430
296,3249
296,84
6052,786
6052,4204
6052,439
3803,517
3803,4194
3803,817
3803,1999
6035,3540
1858,5072
2448,5132
2448,4969
2448,1090
2448,2458
2448,3390
2448,4633
2448,5660
2448,748
2448,3431
2448,622
2727,66
2727,4712
5706,859
5706,1516
5706,2845
5706,4652
5706,5488
4352,3421
5726,5072
5726,3523
5726,4040
1926,3545
1926,1483
1926,5469
1926,3432
1926,2049
1926,2486
1926,1193
4084,3653
1300,4612
2464,5225
4472,2361
4472,2337
4472,4832
4472,4956
2640,3287
2640,550
2780,3425
4253,4587
1315,6172
3303,1866
3303,1972
2255,3540
2255,2458
2255,5099
2255,2928
2255,5354
2255,3822
2255,5877
2255,5488
2255,118
2255,5341
1185,1998
1185,1516
1185,4197
687,6008
1909,6156
2268,1700
2268,2440
2605,5646
1826,5490
1826,3087
1826,472
1826,3694
1826,92
1826,4792
1826,6201
1826,4825
1826,6231
1826,5880
1826,3740
1826,910
1826,4063
1826,5619
1826,3055
1826,2266
1826,2092
1826,3066
1826,5888
1826,5042
1826,6161
1826,5162
1826,5161
1826,5689
1826,4366
1826,4750
1826,4751
1826,4752
1826,324
1826,5463
1826,4912
1826,2492
1826,2162
1826,106
1826,4481
1826,1806
1826,403
1826,5171
1826,2766
1826,4018
1826,2655
1826,3542
1987,1615
1987,96
1987,5191
1987,3785
1987,2006
1987,2647
1987,4010
1987,327
1987,132
2654,4181
3592,366
3592,3018
3592,5770
3592,4296
3592,6001
3592,3735
3592,4532
3592,459
3592,6202
3592,3071
3592,3249
3592,35
3592,5434
3592,3916
3592,5794
3592,2990
3592,66
3592,2152
3592,2276
3592,6084
3592,670
3592,153
3592,3267
3592,5215
3592,4114
3592,1313
3592,1593
3592,4306
792,5483
792,1934
792,1963
792,1514
792,3407
112,3649
444,2445
444,663
5113,5372
5113,513
5113,2031
5113,5456
5113,3279
5113,6126
5113,1181
5113,3420
5113,4796
5113,5278
5113,5450
5113,2794
5113,551
5113,3917
5113,3343
5113,5486
5113,3891
29,777
29,2270
1322,5569
4777,5256
4777,1730
4777,5968
4777,2558
4777,1523
4777,734
4777,506
4777,2929
4777,4360
4777,5385
2983,2073
5075,6175
4195,3829
4195,5848
5251,983
1398,2845
4688,3620
4688,2084
6124,6064
2545,1226
2545,3431
5835,4791
5527,2929
2987,5650
2987,1224
2987,543
2987,4530
3179,1730
3179,1693
3179,3699
3179,4672
3179,3711
3179,821
3179,5783
852,2397
852,1951
852,4260
852,6012
852,973
852,3000
852,746
852,3126
852,3194
482,1514
482,2240
482,4167
3241,1744
3241,5541
3241,3821
3241,2272
3241,200
3241,308
3516,1304
3945,5561
5845,5248
4299,5861
1803,2364
2076,563
3550,2477
2785,1605
2785,4975
2785,670
2785,5136
2785,331
171,3768
171,5200
5016,512
5016,3249
5016,1357
3876,6208
3876,297
3876,2342
1422,2687
1422,2152
201,2637
201,141
5661,6070
926,4643
5821,6172
5821,5634
5821,4114
330,2086
330,3902
330,2480
330,5197
330,4654
330,4611
330,5643
330,5371
330,2964
330,5485
330,1623
330,1617
330,2204
330,2408
330,4674
330,5523
330,3497
330,314
330,2206
330,1770
330,5467
330,2890
330,4334
330,4023
330,1726
330,5076
330,6026
330,4872
330,1788
330,3145
330,1754
330,434
330,3559
330,330
330,4156
330,4400
330,1661
330,619
330,4721
330,496
330,5334
330,4575
330,3624
330,4007
330,2737
330,406
330,888
330,4214
330,1413
330,4016
330,937
330,840
330,4587
330,3118
330,2870
330,2873
330,3778
330,3767
330,4211
330,6121
330,3153
330,2527
330,3448
330,5560
330,2525
4531,5922
35,1994
35,5088
35,1447
35,2488
35,670
2806,3653
2806,6273
4461,4220
4461,5500
4165,5883
3314,1421
2088,4379
5455,3371
422,5770
422,3936
422,6078
422,370
422,4739
422,168
422,6215
422,4822
422,4217
422,5640
422,2372
3399,3867
3399,887
3399,5037
3399,3120
3399,142
3399,2559
3399,5864
3399,2006
3399,2152
3399,5807
3399,4174
3399,5273
1862,619
3528,5885
3528,4307
3528,3803
3528,2363
3528,4433
3528,2164
1121,1210
1121,5919
1448,3249
1448,4555
1448,4053
1448,3374
1448,2372
1448,6255
2358,2391
2299,4997
2299,2118
2695,5553
5201,4231
5201,6274
5201,4886
5201,663
5201,2686
5201,1958
5201,744
5434,5248
5434,960
5434,1590
5434,1462
5434,1465
5434,4257
5434,5270
5434,2276
5434,5573
5434,4024
5612,5711
5612,447
5612,5833
5612,1304
5612,3822
956,3249
956,3291
956,1260
535,6168
535,5782
535,5812
535,5944
535,3644
535,1131
535,4558
535,5987
535,5768
535,5127
535,321
3916,4725
454,417
3984,892
1642,3476
1642,93
1642,1555
828,5238
828,3160
5465,3085
3572,2872
3572,151
3572,1192
3572,6065
1396,3390
1951,1923
1951,2994
3178,2
2688,2183
5227,1974
5742,1129
616,1645
616,5030
616,108
616,3660
616,5667
1736,573
4798,1067
1916,3080
6240,1068
3040,5929
3040,546
3040,550
3040,6130
3040,2252
6058,6057
4744,916
3428,2006
3434,3974
4000,5600
4000,3716
4000,4030
4000,2620
4189,4785
2822,2028
2822,4385
2822,3311
2822,785
2822,4456
2822,4549
2822,3469
2822,904
2822,4829
2822,1939
2822,2279
2822,796
2822,8
2822,3223
2822,2508
2822,2075
2822,372
2822,4099
2822,322
2822,2307
2822,5040
2822,2378
2822,3871
2822,3775
2822,2963
2822,606
2822,1670
2822,4743
2822,5457
2822,2000
2822,38
2822,3326
2822,1890
2822,1052
2822,4648
2822,5577
2822,3967
2822,1307
2822,632
2822,1980
2822,5969
2822,27
2822,3164
2822,5715
2822,5164
2822,1681
2822,1851
2822,3240
2822,409
2822,3962
2822,1264
2822,2407
2822,5995
2822,2182
2822,4382
2822,5644
2822,5236
2822,2322
2822,3650
2822,5554
2822,1889
2822,2844
2822,3485
2822,3933
2822,1281
2822,915
2822,5638
2822,2080
2822,4262
2822,1933
2822,662
2822,3010
2822,3883
2822,2381
2822,1756
2822,5725
2822,4453
2822,3357
2822,2174
2822,847
2822,5525
2822,5817
2822,6029
2822,5508
2822,545
2822,3376
2822,530
2822,1062
2822,976
2822,443
2822,6272
2822,4812
2822,2571
2822,1885
2822,6162
2822,5651
2822,5243
2822,3327
2822,6093
2822,5681
2822,845
2822,5645
2822,3925
2822,2016
2822,1949
2822,4172
2822,2898
2822,3997
2822,373
2822,5930
2822,3734
2822,2976
2822,3046
2822,4698
2822,3042
2822,1739
2822,1503
2822,2884
2822,4584
2822,1509
2822,1046
2822,3657
2822,2769
2822,5415
2822,3025
2822,3
2822,3766
2822,271
2822,1620
2822,5824
2822,3570
2822,5625
2822,3589
2822,3009
2822,4951
2822,2700
2822,2511
2822,3630
2822,195
2822,3987
2822,4521
2822,4953
2822,1030
2822,2044
2822,1981
2822,254
2822,2507
2822,5280
2822,4086
2822,2078
2822,2269
2822,1614
2822,5756
2822,774
2822,5482
2822,2789
2822,3740
2822,6262
2822,1374
2822,1677
2822,1438
2822,3289
2822,3471
2822,4222
2822,3926
2822,2630
2822,4806
2822,1928
2822,5514
2822,156
2822,3043
2822,1675
2822,1975
2822,3197
2822,5097
2822,5333
2822,2074
2822,5865
2822,6261
2822,4203
2822,4255
2822,4423
2822,4409
2822,3188
2822,3727
2822,2979
2822,1831
2822,2718
2822,125
2822,4405
2822,4377
2822,4387
2822,5765
2822,6257
2822,3606
2822,4544
2822,2189
2822,5772
2822,1697
2822,3458
2822,1474
2822,1724
2822,2977
2822,1863
2822,173
2822,1101
2822,2944
2822,1197
2822,822
2822,2663
2822,2468
2822,4213
2822,1384
2822,4733
2822,1012
2822,3941
2822,5820
2822,2209
2822,3463
2822,3024
2822,3484
2822,2724
2822,2824
2822,2390
2822,1674
2822,5400
2822,4049
2822,5444
2822,3069
2822,1130
2822,2200
2822,1073
2822,4871
2822,6203
2822,5556
2822,2151
2822,257
2822,5141
2822,3213
2822,5089
2822,412
2822,3307
2822,2784
2822,155
2822,3479
2822,1026
2822,2702
2822,3443
2822,6286
2822,3313
2822,3048
2822,3580
2822,114
2822,4773
2822,261
2822,2692
2822,148
2822,1477
2822,2752
2822,5054
2822,4900
2822,4523
2822,5528
2822,2223
2822,3641
2822,3863
2822,4858
2822,4237
2822,4036
2822,3066
2822,3462
2822,576
2822,5411
2822,4209
2822,2496
2822,2848
2822,3216
2822,4583
2822,3014
2822,2132
2822,4896
2822,450
2822,2195
2822,6137
2822,3505
2822,1912
2822,3809
2822,4946
2822,4767
2822,1415
2822,5669
2822,424
2822,4420
2822,1784
2822,2291
2822,2305
2822,1034
2822,5229
2822,2958
2822,603
2822,5271
2822,5647
2822,3321
2822,1337
2822,5699
2822,1172
2822,2422
2822,5060
2822,5615
2822,5616
2822,4740
2822,789
2822,3364
2822,5041
2822,3864
2822,4833
2822,2051
2822,984
2822,1621
2822,4020
2822,997
2822,72
2822,2520
2822,4810
2822,1513
2822,4238
2822,4517
2822,2706
2822,2620
2822,1879
2822,249
2822,4980
2822,715
2822,5608
2822,4522
2822,5357
2822,4185
2822,934
2822,3666
2822,1134
2822,5160
2822,1027
2822,4370
2822,107
2822,3236
2822,3858
2822,362
2822,954
2822,1838
2822,6056
2822,4899
2822,5686
2822,2999
2822,4361
2822,3689
2822,102
2822,4216
2822,638
2822,5049
2822,3370
2822,3847
2822,2757
2822,5580
2822,3774
2822,2374
2822,4514
2822,5344
2822,924
2822,4820
2822,3885
2822,1995
2822,5026
2822,3012
2822,1207
2822,57
2822,6068
2822,2214
2822,1116
2822,4267
2822,2771
2822,483
2822,5707
2822,652
2822,654
2822,5140
2822,1931
2822,3634
2822,534
2822,3658
2822,658
2822,4551
2822,4550
2822,1387
2822,4158
2822,2682
2822,1774
2822,5231
2822,4963
2822,4964
2822,1074
2822,1071
2822,5876
2822,2940
2822,3579
2822,3437
2822,5892
2822,3064
2822,4790
2822,1402
2822,1669
2822,1694
2822,5135
2822,961
2822,4357
2822,5324
2822,4230
2822,4478
2822,4477
4426,2309
2441,5133
2441,152
2441,3308
2441,1201
2441,3653
2441,5440
2441,4890
2441,3784
2441,6229
2832,3904
3330,5010
3330,4746
3330,5240
3687,6175
5346,2447
4702,3640
4702,3235
4702,6057
5553,3668
5553,629
5553,4292
5553,790
5553,4431
5553,3262
5553,823
5553,2133
5553,216
5553,3593
5553,236
5553,5716
5553,5849
5553,1622
5553,2799
5553,5339
5553,1253
5553,2113
5553,6139
5553,234
5553,4693
5553,5559
5553,1391
5553,529
5553,2246
5553,4290
5553,1343
5553,5260
5553,3549
5553,5064
5553,5512
5553,5000
5553,56
5553,3139
5553,2238
5553,1610
5553,5842
5553,1182
5553,5217
5553,2834
5553,2562
5553,782
5553,3552
5553,1557
5553,1408
5553,269
5553,624
5553,5281
5553,799
5553,2003
5553,3994
5553,5700
5553,6014
5553,4589
5553,3893
5553,1578
5553,807
5553,1289
5553,1125
5553,5055
5553,1518
5553,4745
5553,2149
5553,6199
5553,256
5553,1088
5553,203
5553,3226
5553,5980
5553,1261
5553,637
5553,6055
5553,1195
5553,2937
5553,827
5553,5803
5553,771
5553,2080
5553,1249
5553,818
5553,3929
5553,2504
5553,59
5553,3786
5553,4225
5553,3440
5553,5062
5553,1006
5553,2838
5553,2068
5553,2910
5553,3404
5553,5792
5553,6228
5553,4640
5553,554
5553,5509
5553,6209
5553,2553
5553,1882
5553,5233
5553,5809
5553,2155
5553,3924
5553,1747
5553,461
5553,4029
5553,936
5553,5759
5553,285
5553,5001
5553,2779
5553,3492
5553,1411
5553,3062
5553,816
5553,5111
5553,2597
5553,1366
5553,1489
5553,4884
5553,2722
5553,62
5553,6050
5553,3446
5553,3695
5553,4199
5553,4932
5553,295
5553,146
5553,134
5553,3595
5553,1040
5553,5291
5553,3325
5553,2352
5553,2161
5553,6126
5553,2227
5553,588
5553,167
5553,3331
5553,1816
5553,3455
5553,2657
5553,1820
5553,2427
5553,3001
5553,5601
5553,2043
5553,5924
5553,1137
5553,5702
5553,709
5553,4358
5553,6060
5553,2283
5553,1043
5553,2935
5553,6045
5553,5942
5553,5080
5553,4236
5553,5114
5553,5791
5553,2601
5553,3723
5553,3748
5553,644
5553,3894
5553,4609
5553,5717
5553,2911
5553,5758
5553,428
5553,4423
5553,5776
5553,4161
5553,5535
5553,5035
5553,1563
5553,397
5553,1400
5553,1644
5553,3375
5553,3983
5553,6271
5553,4504
5553,504
5553,1924
5553,1480
5553,708
5553,3021
5553,2712
5553,3051
5553,4706
5553,4559
5553,2672
5553,2443
5553,5939
5553,4987
5553,1787
5553,5904
5553,1450
5553,3337
5553,3473
5553,3365
5553,6246
5553,6227
5553,1559
5553,4113
5553,5108
5553,5084
5553,729
5553,2862
5553,384
5553,5648
5553,3705
5553,5555
5553,4094
5553,2943
5553,42
5553,5137
5553,2985
5553,5379
5553,1234
5553,104
5553,3391
5553,511
5553,2275
5553,2882
5553,5045
5553,4249
5553,257
5553,3530
5553,522
5553,5774
5553,5396
5553,4903
5553,613
5553,1372
5553,4286
5553,1177
5553,552
5553,124
5553,5622
5553,4579
5553,3617
5553,3897
5553,4074
5553,505
5553,4013
5553,5636
5553,6205
5553,4330
5553,577
5553,4430
5553,3850
5553,1302
5553,5048
5553,3066
5553,2865
5553,3958
5553,2805
5553,657
5553,1277
5553,1015
5553,890
5553,4006
5553,1524
5553,4600
5553,4679
5553,2829
5553,856
5553,3220
5553,6129
5553,1419
5553,2059
5553,1850
5553,1819
5553,3646
5553,53
5553,2180
5553,329
5553,2083
5553,2345
5553,738
5553,893
5553,5175
5553,4586
5553,4494
5553,2608
5553,3228
5553,4396
5553,5670
5553,674
5553,4562
5553,2529
5553,2296
5553,4931
5553,1544
5553,1292
5553,2340
5553,1496
5553,2089
5553,4979
5553,3816
5553,3815
5553,5408
5553,2625
5553,555
5553,2809
5553,6011
5553,1522
5553,5489
5553,1239
5553,1242
5553,342
5553,1434
5553,5212
5553,3782
5553,3631
5553,2813
5553,2199
5553,1458
5553,6198
5553,2300
5553,3842
5553,575
5553,572
5553,5431
5553,3076
5553,4854
5553,4853
5553,5086
5553,5087
5553,3596
5553,3529
5553,214
5553,2318
5553,5096
5553,4772
5553,4776
5553,879
5553,1734
5553,5382
5553,2485
5553,455
5553,5168
5553,191
5553,3985
5553,413
5553,5351
5553,3352
5553,5250
5553,5249
5553,2696
5553,1436
5553,4759
5553,5985
5553,5983
5553,5984
5553,2786
5553,5193
5553,230
5553,2801
5553,2852
5553,4755
5553,1741
5553,166
5553,389
5553,3149
5553,3148
5553,3029
5553,3028
5553,3280
5553,4388
5553,162
5553,1758
5553,2207
5553,2250
5553,1367
5553,931
5553,2690
5553,5095
5553,1648
5553,110
5553,1846
5553,1140
5553,1075
5553,5787
5553,2343
5553,3708
5553,2108
5553,2097
5553,2677
5553,405
5553,3456
5553,493
5553,2232
5553,3655
5553,1341
5553,1339
5553,2460
5553,850
5553,360
5553,851
5553,3831
5553,885
5553,3322
5553,5464
5553,2839
5553,1284
5553,2061
5553,3680
5553,4977
5553,5578
5553,5423
5553,737
5553,4399
5553,4401
5553,2772
5553,2491
5553,2754
5553,5587
5553,3717
5553,3238
5553,1336
5553,2072
5553,2096
5553,6097
5553,4235
5553,5289
5553,4894
5553,4378
5553,5009
5553,4686
2557,3757
2557,2429
2557,4234
2557,356
4543,3912
4543,3582
4543,679
4543,4543
4543,5383
1767,126
1767,2760
1767,2497
1767,5424
4807,1170
4807,595
4807,5225
4807,4110
4807,5864
4807,3285
4807,5313
6088,1418
6088,3830
6088,1068
3205,5922
1070,2588
1070,2694
1070,3787
1070,862
1070,4614
1070,4965
1797,5968
2455,2225
1152,5298
1152,5132
1152,370
1152,5951
1152,4169
1152,3271
3757,578
3757,4234
3757,4623
3757,5500
1237,6230
5539,1340
5539,2006
5539,4676
5539,4303
4210,1589
4210,2050
4210,4808
4210,5245
4210,2614
4210,2860
4210,1570
4210,1385
4210,4117
4210,318
